ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
760,simple,,"Pack of 6 Red Beeswax Spell Candles",1,0,visible,"A box of 6 red Blessed Bee beeswax candles useful for spellwork involving love and courage. Light, natural scent. Approximate burn time of 1 hour.\n\n100% linen wick. Non-toxic. Do not ingest.",,,,taxable,,1,5,,0,0,.056,11,5.5,3,1,,,13.00,"Magick Supplies > Candles, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pack-of-6-Red-Beeswax-Spell-Candles-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pack-of-6-Red-Beeswax-Spell-Candles-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pack-of-6-Red-Beeswax-Spell-Candles-3.jpg",,,,,,,,,0,Material,Wax,1,1,,,,
761,simple,,"Pack of 6 White Beeswax Spell Candles",1,0,visible,"A box of 6 white Blessed Bee beeswax candles useful for spellwork involving peace and happiness. Light, natural scent. Approximate burn time of 1 hour.\n\n100% linen wick. Non-toxic. Do not ingest.",,,,taxable,,1,5,,0,0,.056,11,5.5,3,1,,,13.00,"Magick Supplies > Candles, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pack-of-6-White-Beeswax-Spell-Candles-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pack-of-6-White-Beeswax-Spell-Candles-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pack-of-6-White-Beeswax-Spell-Candles-3.jpg",,,,,,,,,0,Material,Wax,1,1,,,,
764,simple,,"Palmistry Resin Ash Catcher",1,0,visible,"This mystical incense ash catcher will appeal to a wide range of customers with its modern design. This cool take on a classic palmistry hand features grey palm lines with gold astrology symbols representing the Sun, Moon, Venus, Mars, Jupiter, Saturn and Mercury. Made of durable resin for burning incense sticks.",,,,taxable,,0,,,0,0,,20,9,1,1,,,10.00,"Home Decor > Décor, Home Decor",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Palmistry-Resin-Ash-Catcher-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Palmistry-Resin-Ash-Catcher-3.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Palmistry-Resin-Ash-Catcher-2.jpg",,,,,,,,,0,Color,Black,1,1,Material,Resin,1,1
768,simple,,"Pentagram Spell Candle Holder",1,0,visible,"Featuring a Pentagram design, this candle holder is perfectly sized for holding a single spell candle whilst it burns during casting.",,,,taxable,,0,,,0,0,.023,1.5,5,5,1,,,3,"Magick Supplies > Candles, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pentagram-Spell-Candle-Holder-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pentagram-Spell-Candle-Holder-2.jpg",,,,,,,,,0,Color,Black,1,1,Material,MDF,1,1
769,simple,,"Pentagram Tea Light Candle Holder",1,0,visible,"<div class=""product-description"">Lovely wooden tealight candle holder featuring a pentagram star design.</div>",,,,taxable,,0,,,0,0,.148,3,16,16,1,,,10,"Magick Supplies > Candles, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pentagram-Tea-Light-Candle-Holder-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pentagram-Tea-Light-Candle-Holder-2.jpg",,,,,,,,,0,Material,Wood,1,1,,,,
773,simple,,"Purple Tarot Hands Drawstring Pouch",1,0,visible,"This velvet drawstring bag is the perfect place to keep tarot decks and oracle cards when not in use. Soft and luxurious with a stunning white and gold illustration of a crescent moon and open hands on the front.",,,,taxable,,0,,,0,0,,20,13,0.5,1,,,10.00,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Purple-Tarot-Hands-Drawstring-Pouch-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Purple-Tarot-Hands-Drawstring-Pouch-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Purple-Tarot-Hands-Drawstring-Pouch-3.jpg",,,,,,,,,0,Color,Purple,1,1,Material,"Fabric and Polyester",1,1
778,simple,,"Resin Palmistry Incense Holder",1,0,visible,"This black resin incense holder comes in the shape of a hand with palmistry designs throughout and is compatible with both incense sticks and cones.",,,,taxable,,1,6,,0,0,,8,4,1,1,,,13,"Home Decor > Décor, Home Decor, Meditative > Incense",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Resin-Palmistry-Incense-Holder-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Resin-Palmistry-Incense-Holder-2.jpg",,,,,,,,,0,Color,Black,1,1,Material,Resin,1,1
779,simple,,"Resting Witch Face Stemless Wine Glass",1,0,visible,"This frosted black stemless wineglass features the words 'Resting Witch Face' and is part of our exclusive Black Magic collection designed for sassy and strong women. The glass comes presented in a matching cardboard box. Not suitable for dishwasher or microwave use.",,,,taxable,,1,12,,0,0,.185,9,9,12,1,,,20,"Home Decor > Dishware, Home Decor",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Resting-Witch-Face-Stemless-Wine-Glass-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Resting-Witch-Face-Stemless-Wine-Glass-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Resting-Witch-Face-Stemless-Wine-Glass-3.jpg",,,,,,,,,0,Color,Black,1,1,Material,Glass,1,1
781,simple,,"Sitting Thai Buddha",1,0,visible,"This beautiful turquoise ceramic sitting Thai Buddha has an intentional antique effect and will come exactly like the picture.",,,,taxable,,0,,,0,0,.58,20,15.5,10,1,,,20,"Meditative > Décor, Meditative",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Sitting-Thai-Buddha-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Sitting-Thai-Buddha-3.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Sitting-Thai-Buddha-2.jpg",,,,,,,,,0,Color,Turquoise,1,1,Material,Ceramic,1,1
785,simple,,"Small Grey Buddha Head Oil Burner",1,0,visible,"This small, ceramic Buddha head oil burner comes in a silky, grey finish and is sure to be a customer favorite. Compatible with both fragrance oils and wax melts to create a calming atmosphere in the home.",,,,taxable,,0,,,0,0,,10,10,11,1,,,15,Meditative,,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Small-Grey-Buddha-Head-Oil-Burner-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Small-Grey-Buddha-Head-Oil-Burner-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Small-Grey-Buddha-Head-Oil-Burner-3-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Small-Grey-Buddha-Head-Oil-Burner-4-1.jpg",,,,,,,,,0,Color,Gray,1,1,Material,Ceramic,1,1
791,simple,,"Talking Board Spell Candle Holder",1,0,visible,"Inspired by a talking or spirit board design, this candle holder is perfectly sized for holding a single spell candle whilst it burns during casting.",,,,taxable,,1,12,,0,0,.018,1.5,4,5.5,1,,,10.00,"Meditative > Candles, Home Decor > Décor, Home Decor",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Talking-Board-Spell-Candle-Holder-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Talking-Board-Spell-Candle-Holder-2.jpg",,,,,,,,,0,Color,Black,1,1,Material,MDF,1,1
792,simple,,"Tall Chakra Candle",1,0,visible,"Tall candle with different colored wax for each of the seven different chakras. The candle is presented in a tall glass holder with each chakra symbol over the relevant color of wax. This candle would make a lovely gift for someone who enjoys yoga or reiki to help enhance their spiritual and physical wellbeing.",,,,taxable,,0,,,0,0,.643,20.5,5.5,5.5,1,,,15,"Meditative > Candles, Meditative",,,https://www.eclecticcharge.com/wp-content/uploads/2021/04/Tall-Chakra-Candle-1.jpg,,,,,,,,,0,Material,Wax,1,1,,,,
793,simple,,"The Light Seer's Tarot Cards",1,0,visible,"<div id=""ctl00_ctl00_InsideWrapperContent_mainContent_Body_Product_ctl03_ctl05"" data-jtmplid=""ctl00_ctl00_InsideWrapperContent_mainContent_Body_Product_ctl03_ctl05_jtmpl"" data-pd-variation-render="""">\n<div class=""product-description"">The Light Seer's Tarot card deck by Chris-Anne Donnelly includes a 78-card deck and helpful guidebook. This deck explores the power of light and darkness to help the user better understand their true nature. Beautifully presented in an illustrated box.</div>\n</div>",,,,taxable,,1,5,,0,0,,3.5,8,5.5,1,,,25,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Light-Seers-Tarot-Cards-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Light-Seers-Tarot-Cards-3.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Light-Seers-Tarot-Cards-2.jpg",,,,,,,,,0,Material,Paper,1,1,,,,
794,simple,,"The Moon Tarot Card Zippered Bag",1,0,visible,"This velvet zipper pouch is the perfect place to keep tarot decks, crystals, beauty products and other treasures. Features a stunning white and gold moon tarot card illustration on the front and a matching tassel and crescent moon charm on the zipper.",,,,taxable,,backorder,,,0,0,,15,20,.75,1,,,10,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Moon-Tarot-Card-Zippered-Bag-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Moon-Tarot-Card-Zippered-Bag-2.jpg",,,,,,,,,0,Color,Black,1,1,Material,"Fabric and Polyester",1,1
795,simple,,"The Muse Tarot Cards",1,0,visible,"The Muse Tarot card deck by Chris-Anne Donnelly includes a 78-card deck and helpful guidebook. This deck utilizes the power of emotions to guide the user in exploring their inner self. Beautifully presented in an illustrated box.",,,,taxable,,1,5,,0,0,.37,13,8,5,1,,,25,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Muse-Tarot-Cards-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Muse-Tarot-Cards-3.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Muse-Tarot-Cards-2.jpg",,,,,,,,,0,Material,Paper,1,1,,,,
796,simple,,"The Starseed Oracle Cards",1,0,visible,"This oracle card deck from Rebecca Campbell is accompanied by the stunning artwork of Danielle Noel. The Starseed Oracle includes a 53-card deck and guidebook to help you connect to your cosmic origins as a Starseed Soul.",,,,taxable,,1,5,,0,0,,14,10,5,1,,,25,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Starseed-Oracle-Cards-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Starseed-Oracle-Cards-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Starseed-Oracle-Cards-4.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/The-Starseed-Oracle-Cards-3.jpg",,,,,,,,,0,Material,Paper,1,1,,,,
810,simple,,"White Witch Cauldron Mug",1,0,visible,"<div id=""ctl00_ctl00_InsideWrapperContent_mainContent_Body_Product_ctl03_ctl05"" data-jtmplid=""ctl00_ctl00_InsideWrapperContent_mainContent_Body_Product_ctl03_ctl05_jtmpl"" data-pd-variation-render="""">\n<div class=""product-description"">This brilliant white mug is designed to look like a cauldron and features the words 'White Witch'. The mug will come in a matching cardboard box. Suitable for microwave or dishwasher use.</div>\n</div>",,,,taxable,,1,12,,0,0,,10,10,10,1,,,20,"Home Decor > Dishware, Home Decor",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/White-Witch-Cauldron-Mug-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/White-Witch-Cauldron-Mug-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/White-Witch-Cauldron-Mug-4.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/White-Witch-Cauldron-Mug-3.jpg",,,,,,,,,0,Color,White,1,1,Material,"New Bone China",1,1
811,simple,,"Witches Brew Black Ceramic Tea Pot",1,0,visible,"This ceramic 'Witches Brew' cauldron teapot is sure to delight guests at tea time. Holds approximately 550ml, equivalent to about 2 cups of tea.",,,,taxable,,1,12,,0,0,.42,13,18.5,11.5,1,,,30.00,"Home Decor > Dishware, Home Decor",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Black-Ceramic-Tea-Pot-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Black-Ceramic-Tea-Pot-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Black-Ceramic-Tea-Pot-3.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Black-Ceramic-Tea-Pot-4.jpg",,,,,,,,,0,Material,Ceramic,1,1,,,,
812,simple,,"Witches Brew Cauldron Mug",1,0,visible,"This brilliant black mug is designed to look like a cauldron and features the words 'Witches Brew'. The mug will come in a matching cardboard box. Suitable for microwave or dishwasher use.",,,,taxable,,0,,,0,0,.304,10,10,10,1,,,15,"Home Decor > Dishware, Home Decor",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Cauldron-Mug-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Cauldron-Mug-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Cauldron-Mug-4.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Cauldron-Mug-3.jpg",,,,,,,,,0,Material,"New Bone China",1,1,,,,
813,simple,,"Witches Brew Ceramic Cauldron Tea Set",1,0,visible,"This enlarged version of our popular Witches Brew Teapot hold multiples cups of tea. A matching set of four cauldron tea cups finishes off this mystical tea set that's sure to catch everyone's eye. Each teacup holds approximately 8 oz.",,,,taxable,,0,,,0,0,2,20,26,15,1,,,70,"Home Decor > Dishware, Home Decor",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Ceramic-Cauldron-Tea-Set-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Ceramic-Cauldron-Tea-Set-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Brew-Ceramic-Cauldron-Tea-Set-3.jpg",,,,,,,,,0,Material,"New Bone China",1,1,,,,
815,simple,,"Witches Broth Cauldron Soup Bowl with Broom Spoon",1,0,visible,"This adorable Witches Broth Cauldron Soup Bowl is the perfect companion to our bestselling Witches Brew Cauldron Mug. With a removable lid and matching witches broom spoon. Do not microwave. Dishwasher safe.",,,,taxable,,1,9,,0,0,.505,14,14,11,1,,,20,"Home Decor > Dishware, Home Decor",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Broth-Cauldron-Soup-Bowl-with-Broom-Spoon-1-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Broth-Cauldron-Soup-Bowl-with-Broom-Spoon-2-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Broth-Cauldron-Soup-Bowl-with-Broom-Spoon-3-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Witches-Broth-Cauldron-Soup-Bowl-with-Broom-Spoon-4-1.jpg",,,,,,,,,0,Material,"New Bone China",1,1,,,,
816,simple,,"Work Your Light Oracle Cards",1,0,visible,"<div id=""ctl00_ctl00_InsideWrapperContent_mainContent_Body_Product_ctl03_ctl05"" data-jtmplid=""ctl00_ctl00_InsideWrapperContent_mainContent_Body_Product_ctl03_ctl05_jtmpl"" data-pd-variation-render="""">\n<div class=""product-description"">\n<div id=""ctl00_ctl00_InsideWrapperContent_mainContent_Body_Product_ctl03_ctl05"" data-jtmplid=""ctl00_ctl00_InsideWrapperContent_mainContent_Body_Product_ctl03_ctl05_jtmpl"" data-pd-variation-render="""">\n<div class=""product-description"">\n<div id=""ctl00_ctl00_InsideWrapperContent_mainContent_Body_Product_ctl03_ctl05"" data-jtmplid=""ctl00_ctl00_InsideWrapperContent_mainContent_Body_Product_ctl03_ctl05_jtmpl"" data-pd-variation-render=""""></div>\nThe Work Your Light Oracle card deck by Rebecca Campbell includes a 44-card deck and guidebook. This deck offers positive light and guidance for the user's inner self. Illustrated by Danielle Noel and beautifully presented in a matching box.</div>\n</div>\n</div>\n</div>",,,,taxable,,1,5,,0,0,,14,13,9,1,,,25,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Work-Your-Light-Oracle-Cards-1-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Work-Your-Light-Oracle-Cards-3-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Work-Your-Light-Oracle-Cards-2-1.jpg",,,,,,,,,0,Material,Paper,1,1,,,,
1159,simple,,"Moonology Oracle Cards",1,0,visible,"The Moonology Oracle card deck by Yasmin Boland includes a 44-card deck and guidebook. This deck captures the power of the moon in order to guide the user on their spiritual path. Beautifully presented and illustrated by Nyx Rowan.",,,,taxable,,backorder,,,0,0,,13.5,10,14,1,,,20,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Moonology-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Moonology-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Moonology-3.jpg",,,,,,,,,0,Material,Paper,1,1,,,,
1164,simple,,"White Light Oracle Cards",1,0,visible,"White light holds all the frequencies needed for healing ourselves, each other, our planet, and all her precious creatures. It is divine medicine for the soul, empowering the heart, clarifying the mind, and awakening higher consciousness.",,,,taxable,,1,5,,0,0,,9.5,14,,1,,,25,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/White-Light-Oracle-Card-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/White-Light-Oracle-Card-2.jpg",,,,,,,,,0,Material,Paper,1,1,,,,
1167,simple,,"Black Tarot Readings Drawstring Pouch",1,0,visible,"This velvet drawstring bag is the perfect place to keep tarot decks and oracle cards when not in use. Soft and luxurious with gold 'Tarot Readings' text on the front.",,,,taxable,,0,,,0,0,,20,13,.5,1,,,10,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Black-Tarot-Readings-Drawstring-Pouch-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Black-Tarot-Readings-Drawstring-Pouch-3.jpg",,,,,,,,,0,Color,Black,1,1,Material,"Fabric and Polyester",1,1
1171,simple,,"Moon Tarot Card Drawstring Pouch",1,0,visible,"This velvet drawstring bag is the perfect place to keep tarot decks and oracle cards when not in use. Soft and luxurious with a stunning white and gold tarot card illustration on the front.",,,,taxable,,0,,,0,0,,20,13,.5,1,,,10,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Moon-Tarot-Card-Drawstring-Pouch-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Moon-Tarot-Card-Drawstring-Pouch-2.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Moon-Tarot-Card-Drawstring-Pouch-3.jpg",,,,,,,,,0,Color,Black,1,1,Material,"Fabric and Polyester",1,1
1175,simple,,"Pink Tarot Cards Drawstring Pouch",1,0,visible,"This velvet drawstring bag is the perfect place to keep tarot decks and oracle cards when not in use. Soft and luxurious with a stunning black and gold illustration of sun and moon tarot cards on the front.",,,,taxable,,0,,,0,0,,20,13,.5,1,,,10,"Magick Supplies > Cards, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pink-Tarot-Cards-Drawstring-Pouch-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pink-Tarot-Cards-Drawstring-Pouch-1.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/04/Pink-Tarot-Cards-Drawstring-Pouch-2.jpg",,,,,,,,,0,Color,Pink,1,1,Material,"Fabric and Polyester",1,1
1393,simple,,"Large Selenite Athame",1,0,visible,"Selenite is a high vibrational crystal and as an athame, this makes for an excellent pairing for both cleansing and directing energy. This beautiful athame is a great tool for spiritual protection.",,,,taxable,,1,4,,0,0,0.045,22.86,,,1,,,20.00,"Magick Supplies > Altar Supplies, Magick Supplies",,Small,https://www.eclecticcharge.com/wp-content/uploads/2021/05/Athame-Selenite-Large.jpeg,,,,,,,,,0,Color,White,1,1,,,,
1395,simple,,"Small Selenite Athame",1,0,visible,"Selenite is a high vibrational crystal and as an athame, this makes for an excellent pairing for both cleansing and directing energy. This beautiful athame is a great tool for spiritual protection.",,,,taxable,,1,5,,0,0,0.045,14.605,,,1,,,15.00,"Magick Supplies > Altar Supplies, Magick Supplies",,Small,https://www.eclecticcharge.com/wp-content/uploads/2021/05/Athame-Selenite-Small.jpeg,,,,,,,,,0,Color,White,1,1,,,,
1397,simple,,"Copper Flower of Life Charging Plate",1,0,visible,"This copper charging plate features the Flower of Life. The Flower of Life is said to be symbolic of creation. The symbol starts with the inner circle and is formed with several other interloping circles. Use this sacred geometric charging plate to give your crystals an extra boost!","This copper charging plate features the Flower of Life. The Flower of Life is said to be symbolic of creation. The symbol starts with the inner circle and is formed with several other interloping circles. Use this sacred geometric charging plate to give your crystals an extra boost!",,,taxable,,1,14,,0,0,0.453592,14.605,,,1,,,25.00,"Magick Supplies > Altar Supplies, Magick Supplies",,Small,https://www.eclecticcharge.com/wp-content/uploads/2021/05/15177_540x540.jpg,,,,,,,,,0,Material,Copper,1,1,,,,
1399,simple,,"Soapstone Mortar & Pestle",1,0,visible,"This mortar &amp; pestle is crafted from soapstone and is the perfect tool for grinding herbs and other ingredients for your magick. This mortar &amp; pestle is a great addition to any altar!","This mortar &amp; pestle is crafted from soapstone and is the perfect tool for grinding herbs and other ingredients for your magick. This mortar &amp; pestle is a great addition to any altar!",,,taxable,,1,4,,0,0,0.75,10.16,,,1,,,15.00,"Magick Supplies > Altar Supplies, Magick Supplies",,,https://www.eclecticcharge.com/wp-content/uploads/2021/05/Soapstone-Mortar-Pestle.jpg,,,,,,,,,0,,,,,,,,
1433,simple,,"Etched Glass Moon Water Jar",1,0,visible,"These adorable jars are perfect for gathering your moon water. They feature ""moon water"" etched into the glass on one side and the Triple Goddess etched onto the other side and they come with an air tight sealed lid.\n\nThey're approximately 4"" x 4"" and 5.2"" tall and are dishwasher safe.",,,,taxable,,1,,,0,0,2.2,10,10,13.3,1,,,25,"Magick Supplies > Altar Supplies, Magick Supplies",,Medium,"https://www.eclecticcharge.com/wp-content/uploads/2021/05/Moon-Water-Jug.jpeg, https://www.eclecticcharge.com/wp-content/uploads/2021/05/Moon-Water-Jug-2.jpeg, https://www.eclecticcharge.com/wp-content/uploads/2021/05/Moon-Water-Jug-3.jpeg",,,,,,,,,0,Material,Glass,1,1,Color,Clear,1,1
1762,simple,,"Etched Glass Moon Water Jar",1,0,visible,"<span style=""font-weight: 400;"">Need something extra special to collect your moon water in? The jar obsession runs deep and these little guys are perfect for your practice. </span><span style=""font-weight: 400;"">These jars are 210 mL, feature “moon water” etched into the glass and come with a cork closure. </span>\n\n<span style=""font-weight: 400;"">You can also include small crystals or herbs in or around your jar to supercharge your intention!</span>",,,,taxable,,1,3,,0,0,,,,11.4,1,,,15,"Magick Supplies > Altar Supplies, Magick Supplies",,Small,"https://www.eclecticcharge.com/wp-content/uploads/2021/06/Etched-Moon-Water-Small-Jar.jpg, https://www.eclecticcharge.com/wp-content/uploads/2021/06/Etched-Moon-Water-Small-Jar-2.jpg",,,,,,,,,0,,,,,,,,
1785,simple,,"Witchy Shit Canvas Bag",1,0,visible,"This adorable little canvas bag is perfect for carrying small items and can be used to carry a travel sized altar with you where ever you go!",,,,taxable,,1,,,0,0,,21,11.9,,1,,,10.00,"Home Decor, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/06/Witchy-Shit-Canvas-Bag.jpeg, https://www.eclecticcharge.com/wp-content/uploads/2021/06/Witchy-Shit-Canvas-Bag-3.jpeg",,,,,,,,,0,Material,Canvas,1,1,Color,Black,1,1
1794,simple,,"Moon Phase Canvas Bag",1,0,visible,"This adorable little canvas bag is perfect for carrying small items and can be used to carry a travel sized altar with you where ever you go!",,,,taxable,,1,,,0,0,,21,11.9,,1,,,10.00,"Home Decor, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/06/Moon-Phase-Canvas-Bag.jpeg, https://www.eclecticcharge.com/wp-content/uploads/2021/06/Moon-Phase-Canvas-Bag-2.jpeg",,,,,,,,,0,Material,Canvas,1,1,Color,Black,1,1
1795,simple,,"Belladonna Canvas Bag",1,0,visible,"This adorable little canvas bag is perfect for carrying small items and can be used to carry a travel sized altar with you where ever you go!",,,,taxable,,1,,,0,0,,21,11.9,,1,,,10.00,"Home Decor, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/06/Belladonna-Canvas-Bag.jpeg, https://www.eclecticcharge.com/wp-content/uploads/2021/06/Belladonna-Canvas-Bag-3.jpeg, https://www.eclecticcharge.com/wp-content/uploads/2021/06/Belladonna-Canvas-Bag-2.jpeg",,,,,,,,,0,Material,Canvas,1,1,Color,Black,1,1
1796,simple,,"Brass Altar Bell",1,0,visible,"This brass altar bell features a triple moon engraved on the front as well as a crescent moon on the tip of the handle.",,,,taxable,,1,1,,notify,1,,,,,1,,,20.00,"Magick Supplies > Altar Supplies, Magick Supplies",,,https://www.eclecticcharge.com/wp-content/uploads/2021/06/Untitled-design-6.png,,,,,,,,,0,,,,,,,,
1798,simple,,"Mini Spell Book",1,0,visible,"This velvet spellbook is 4"" x 6 and features ""spellbook"" in gold foil on the front.",,,,taxable,,1,,,0,0,,,,,1,,,18.00,"Magick Supplies > Altar Supplies, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/06/Mini-Spell-Book.jpeg, https://www.eclecticcharge.com/wp-content/uploads/2021/06/Mini-Spell-Book-2.jpeg",,,,,,,,,0,,,,,,,,
1802,simple,,"Séance Velvet Journal",1,0,visible,"This touchable, mid-sized journal is 5.75” x 8.25” and comes with 144 lined pages, a satin ribbon bookmark, and features crushed velvet and metallic gold foil.","This touchable, mid-sized journal is 5.75” x 8.25” and comes with 144 lined pages, a satin ribbon bookmark, and features crushed velvet and metallic gold foil.",,,taxable,,1,,,0,0,,,,,1,,,24.00,"Magick Supplies > Altar Supplies, Magick Supplies",,,"https://www.eclecticcharge.com/wp-content/uploads/2021/06/1-1.png, https://www.eclecticcharge.com/wp-content/uploads/2021/06/2.png",,,,,,,,,0,Color,Blue,1,1,Material,"Paper, Velvet",1,1
